project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,status
Kalle-Werne Gas Pipeline,,gas_pipeline,,Macquarie Group Limited [100.00%],Germany,operating,,,,,line,nan,nan,"52.66,6.83:52.611167,6.969902:52.549866,7.004992:52.501424,7.03681:52.420828,7.048568:52.376162,7.105873:52.346699,7.193597:52.231333,7.303251:52.072552,7.474311:51.91946,7.493774:51.805696,7.485002",https://www.gem.wiki/Kalle-Werne_Gas_Pipeline,,operating
Karacabey-Izmit Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,,,,,line,nan,nan,"40.215294,28.343494:40.1644,28.3429:40.059962,28.262641:39.923301,28.208221:39.844424,28.138685:39.767779,28.002636:39.653816,27.942169:39.548991,27.927053:39.460348,27.87868:39.362242,27.88775:39.263999,27.87868:39.170306,27.821236:39.048317,27.79705:38.890829,27.667047:38.773073,27.443322:38.731219,27.370325:38.657483,27.292156:38.536976,27.240759:38.510958,27.210526:38.444872,27.154972",https://www.gem.wiki/Karacabey-Izmit_Gas_Pipeline,,operating
Kardam–Negru Voda Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,operating,,1.8,,bcm/y,line,nan,nan,"43.7538,28.1079:43.7622,28.1217:43.7666,28.1248:43.768,28.1251:43.7754,28.1255:43.7766,28.1277:43.7824,28.1432:43.7856,28.1507:43.7967,28.1692:43.8049,28.1903:43.806,28.1952:43.8053,28.199:43.8156,28.2176",https://gem.wiki/Kardam–Negru_Voda_Gas_Pipeline,,operating
Karlsruhe-Basel Gas Pipeline,,gas_pipeline,,Energie Baden-Württemberg AG [100.00%],Germany,operating,,,,,line,nan,nan,"47.481,7.457:47.629255,7.318602:47.853424,7.358078:47.97102,7.498435:48.161544,7.48089:48.363021,7.551069:48.617255,7.664286:48.769377,7.809852:48.858914,7.994071:48.991481,8.12127:49.0918,8.1401",https://www.gem.wiki/Karlsruhe-Basel_Gas_Pipeline,,operating
Karlsruhe-Ulm Gas Pipeline,,gas_pipeline,,Energie Baden-Württemberg AG [100.00%],Germany,operating,,,,,line,nan,nan,"49.0918,8.1401:49.11006,8.23202:48.937488,8.525893:48.900019,8.828538:48.706461,9.017143:48.683299,9.324174:48.573137,9.62682:48.407443,9.85819",https://www.gem.wiki/Karlsruhe-Ulm_Gas_Pipeline,,operating
Karperi–Ampelia Gas Pipeline,,gas_pipeline,,Snam [36.00%]; Government of Greece [34.00%]; Enagás [12.00%]; Fluxys [12.00%]; Copelouzos Group [6.00%],Greece,operating,,,,,line,nan,nan,"40.598,22.5579:40.4918,22.5622:40.4384,22.5844:40.4153,22.591:40.4023,22.597:40.3868,22.6062:40.3678,22.6056:40.3491,22.5945:40.3226,22.5758:40.3077,22.5591:40.2786,22.5208:40.2599,22.531:40.2209,22.5414:40.1913,22.5503:40.1819,22.5498:40.1641,22.5458:40.1473,22.5399:40.1266,22.5483:40.1088,22.5552:40.093,22.5542:40.0663,22.5537:40.0559,22.5552:40.0416,22.5656:40.0347,22.569:40.0243,22.5745:40.0114,22.5819:40.004,22.5848:39.9937,22.6036:39.9848,22.612:39.9779,22.6338:39.968,22.6426:39.9615,22.6476:39.9561,22.6471:39.9462,22.6501:39.9408,22.6499:39.917,22.6312:39.9042,22.6225:39.8937,22.6115:39.8859,22.6088:39.8781,22.5914:39.874,22.5795:39.8713,22.5736:39.8695,22.5502:39.8617,22.5393:39.8548,22.5361:39.8484,22.5155:39.7557,22.4579:39.6542,22.4366:39.5437,22.4275:39.329,22.38;40.7525,22.7703:40.598,22.5579",https://gem.wiki/Karperi–Ampelia_Gas_Pipeline,,operating
Kateřinský Potok Junction Point–Přimda Junction Point Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],"Czech Republic, Germany",operating,2021,27.5,,bcm/y,line,nan,nan,"49.67491900327846,12.673810250212656:49.7438,12.6802:49.7721,12.7482:49.7797,12.8066:49.7702,12.8633:49.7514,12.9217:49.7589,13.0142:49.9646,13.4048:50.0702,13.4237:50.1269,13.452:50.1967,13.4331:50.2589,13.4274:50.3004,13.4821:50.3344,13.5086:50.3759,13.4991:50.525,13.4463:50.5859,13.441",https://www.gem.wiki/Kate%C5%99insk%C3%BD_Potok_Junction_Point%E2%80%93P%C5%99imda_Junction_Point_Gas_Pipeline,,operating
Kiefersfelden–Finsing Gas Pipeline,,gas_pipeline,,Bayerngas GmbH [59.10%]; Stadtwerke München GmbH [32.40%]; Stadtwerke Augsburg Holding GmbH [8.50%],Germany,operating,,,,,line,nan,nan,"48.0426,11.8165:47.6181,12.1869;48.223,11.798:48.0428,11.8163:48.0426,11.8165",https://gem.wiki/Kiefersfelden–Finsing_Gas_Pipeline,,operating
Kiili–Tallinn Gas Pipeline,,gas_pipeline,,Elering [100.00%],Estonia,operating,,,,,line,nan,nan,"59.406,25.0045:59.3684,25.0018:59.3635,24.9265:59.31,24.83",https://gem.wiki/Kiili–Tallinn_Gas_Pipeline,,operating
Kipi-Komotini Pipeline,,gas_pipeline,,Snam [36.00%]; Government of Greece [34.00%]; Enagás [12.00%]; Fluxys [12.00%]; Copelouzos Group [6.00%],"Türkiye, Greece",operating,,,,,line,nan,nan,"41.0968,25.4375:41.0466,25.4938:40.9964,25.5576:40.9759,25.5842:40.963,25.6123:40.9592,25.6465:40.9485,25.6602:40.9341,25.6739:40.9212,25.6868:40.8855,25.6997:40.8681,25.7251:40.86,25.7544:40.8662,25.8302:40.8799,25.8849:40.9309,25.9946:40.9205,26.0651:40.9205,26.1253:40.9499,26.2209:40.9809,26.3255:40.9646,26.3856",https://www.gem.wiki/Kipi-Komotini_Pipeline,,operating
Klaipeda-Kursenai Gas Pipeline,,gas_pipeline,,EPSO-G [96.60%]; Other [3.40%],Lithuania,operating,2015,0.5,,MMSCMD,line,nan,nan,"55.7,21.160638:55.998097,22.938466",https://www.gem.wiki/Klaipeda-Kursenai_Gas_Pipeline,,operating
Klechovce-Negotino Gas Pipeline,,gas_pipeline,,MER JSC Skopje [100.00%],North Macedonia,operating,2016,,,,line,nan,nan,"42.16044369268605,22.06846400507024:42.126193903935125,22.096179095684224:42.10734862314552,22.08925032303073:42.01818598547922,22.12389418729601:41.84464702936881,22.246302504174437:41.573951516201845,22.22089700444495:41.50653199004381,22.08925032402853",https://www.gem.wiki/Klechovce-Negotino_Gas_Pipeline,,operating
Knarr Gas Pipeline,,gas_pipeline,,Shell [45.00%]; Wintershall Dea AG [30.00%]; INPEX Corporation [25.00%],Norway,operating,2015,1.7,,mill.Sm3/day,line,nan,nan,"61.779106,2.841868:61.769733,2.845011:61.763721,2.844586:61.757488,2.840844:61.751575,2.833688:61.656975,2.662464:61.634022,2.626902:61.619804,2.609985:61.578491,2.540185:61.553646,2.503144:61.533493,2.471276:61.517132,2.441172:61.501163,2.421683:61.489742,2.404026:61.479683,2.38523:61.460819,2.360136:61.344425,2.182418:61.341328,2.176631:61.324978,2.15271:61.314323,2.132628:61.298378,2.093226:61.285183,2.072276:61.278412,2.064452:61.257465,2.047989:61.24678,2.036671:61.049767,1.787309",https://www.gem.wiki/Knarr_Gas_Pipeline,,operating
Kneginec–Varaždin II Gas Pipeline,,gas_pipeline,,Plinacro [100.00%],Croatia,operating,2020,15,,GWh/d,line,nan,nan,"46.25072669744444,16.375802814389495:46.30571196966052,16.33681019295461",https://www.gem.wiki/Kneginec%E2%80%93Vara%C5%BEdin_II_Gas_Pipeline,,operating
Kobryn-Brest-Warsaw Gas Pipeline,,gas_pipeline,,Gaz-System [unknown %]; Gazprom [unknown %],"Belarus, Poland",operating,1985,5,,bcm/y,line,nan,nan,"52.208107,24.367453:52.107066,23.735848:52.240573,21.097704",https://www.gem.wiki/Kobryn-Brest-Warsaw_Gas_Pipeline,,operating
Kohtla-Järve-Leningrad Gas Pipeline,,gas_pipeline,,Gazprom [100.00%],"Estonia, Russia",operating,1948,5.4,,bcm/y,line,nan,nan,"59.353498,27.410009:59.368521,27.937643:59.721197,29.1757:59.722803,29.609462:59.807426,29.82937:59.791056,30.155443:59.930373,30.31911:60.127659,30.336561",https://www.gem.wiki/Kohtla-J%C3%A4rve-Leningrad_Gas_Pipeline,,operating
Komarno-Drozdovychi Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,,8,,bcm/y,line,nan,nan,"47.762446,18.131614:49.807127,23.641684",https://www.gem.wiki/Komarno_Drozdovychi_Pipeline,,operating
Komotini-Thesprotia Gas Pipeline,,gas_pipeline,,Snam [36.00%]; Government of Greece [34.00%]; Enagás [12.00%]; Fluxys [12.00%]; Copelouzos Group [6.00%],Greece,cancelled,2025,,,,line,nan,nan,"41.121522,25.405642:39.489804,20.259309",https://www.gem.wiki/Komotini-Thesprotia_Gas_Pipeline,,cancelled
Konya-Izmir Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,2007,,,,line,nan,nan,"37.960209,32.832767:38.198192,32.469968:38.350095,32.046704:38.397499,31.780651:38.558441,31.526693:38.558441,30.982495:38.378541,30.764816:38.084057,30.063406:38.055496,29.688514:37.855252,29.349902:37.855252,29.095944:37.941137,28.805705:37.860026,28.267554:37.840928,27.832196:37.888664,27.529864:38.10785,27.445211:38.316893,27.239625:38.444872,27.154972",https://www.gem.wiki/Konya-Izmir_Gas_Pipeline,,operating
Konya-Kirsehir Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,,,,,line,nan,nan,"37.960209,32.832767:38.063641,32.983555:38.082681,33.183094:38.182561,33.412866:38.315522,33.715198:38.410345,33.799851:38.523968,33.908691:38.679908,33.938924:38.745961,34.05381:38.892006,34.192883:39.047143,34.380328:39.136311,34.398468:39.192063,34.322389:39.282905,34.163972",https://www.gem.wiki/Konya-Kirsehir_Gas_Pipeline,,operating
Kosovo-North Macedonia Gas Pipeline,,gas_pipeline,,Unknown [unknown %],"Kosovo, North Macedonia",shelved,2024,44,,GWh/d,line,nan,nan,"43.051961,22.127163:43.00755,22.087284:42.973852,22.121836:42.926643,22.128747:42.862516,22.101105:42.810153,22.082677:42.735754,22.075767:42.679897,22.022787:42.657879,21.955986:42.629074,21.949075:42.562942,21.86615:42.483151,21.794742:42.404959,21.776314:42.270445,21.792438:42.222701,21.778617:42.178759,21.805653:42.003979,21.999752:41.96631,22.096498:41.844647,22.246303",https://www.gem.wiki/Kosovo-North_Macedonia_Gas_Pipeline,,shelved
Kramatorsk-Donetsk-Mariupol Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,mothballed,1999,,,,line,nan,nan,"48.730625,37.568179:48.001267,37.806926:47.093958,37.549627",https://www.gem.wiki/Kramatorsk-Donetsk-Mariupol_Gas_Pipeline,,mothballed_plus
Kremenchuk-Anan'iv-Bohorodchany Gas Pipeline,,gas_pipeline,,Gazprom [100.00%],Ukraine,operating,1985,8.7,,bcm/y,line,nan,nan,"49.076571,33.426097:47.717178,29.992502",https://www.gem.wiki/Kemenchug-Ananijiv_Gas_Pipeline,,operating
Kulata-Nea Missivria Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [unknown %]; Copelouzos Group [unknown %]; Enagás [unknown %]; Fluxys [unknown %]; Government of Greece [unknown %]; MER JSC Skopje [unknown %]; Snam [unknown %],"Bulgaria, Greece",operating,,,,,line,nan,nan,"41.39044322234046,23.364094680254198:41.27598243616577,23.335255570171988:40.81324362375868,23.013157150653782:40.75817209201363,22.769820640353707",https://www.gem.wiki/Kulata-Nea_Mesimvria_Gas_Pipeline,,operating
Kulata–Petrich Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,operating,,,,,line,nan,nan,"41.3876,23.3632:41.5581,23.2067",https://gem.wiki/Kulata–Petrich_Gas_Pipeline,,operating
Kvitebjørn Gas Pipeline,,gas_pipeline,,Petoro [46.70%]; Partners Group [26.32%]; HitecVision [15.55%]; Allianz [6.43%]; Equinor [5.00%],Norway,operating,2004,27,,mill.Sm3/day,line,nan,nan,"61.080444,2.501268:61.072502,2.517388:61.063152,2.539539:61.056351,2.566206:61.043289,2.595431:61.033188,2.632183:61.014786,2.675416:61.004833,2.69343:60.992443,2.726389:60.965851,2.791286:60.91964,2.914725:60.876518,3.025883:60.845043,3.101753:60.817158,3.17426:60.754532,3.341837:60.722942,3.412597:60.693748,3.489213:60.689186,3.505021:60.672333,3.595999:60.669041,3.621663:60.660282,3.673392:60.645447,3.829616:60.624866,3.96828:60.606976,4.108334:60.543869,4.492425:60.527416,4.576476:60.522259,4.595954:60.508373,4.640108:60.504414,4.662585:60.503593,4.678593:60.50407,4.691226:60.508907,4.722124:60.51424,4.738778:60.523285,4.757248:60.528896,4.781476:60.537922,4.80056:60.541397,4.819286:60.544231,4.826076:60.548328,4.845403",https://www.gem.wiki/Kvitebj%C3%B8rn_Gas_Pipeline,,operating
Kyiv–Western Border Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,1970,,,,line,nan,nan,"50.263433,28.755434:48.623419,22.288228",https://www.gem.wiki/Kyiv_Western_Border_Pipeline,,operating
Kyiv–Western Border of Ukraine Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,1970,,,,line,nan,nan,"50.442514,30.530178:49.585181,25.650686:49.678789,22.90299",https://www.gem.wiki/Kyiv-Western_Border_of_Ukraine_Gas_Pipeline,,operating
Kyustendil–Zhidilovo Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,operating,,,,,line,nan,nan,"42.2869,22.6939:42.2243,22.3986",https://gem.wiki/Kyustendil–Zhidilovo_Gas_Pipeline,,operating
LSF Gas Pipeline,,gas_pipeline,,ADIA [unknown %]; BCI [unknown %]; MEAG [unknown %]; Macquarie Group Limited [unknown %],Germany,operating,,,,,line,nan,nan,"49.3204,12.1097:48.8268,11.684",https://gem.wiki/LSF_Gas_Pipeline,,operating
LSF–Extra Gas Pipeline,,gas_pipeline,,Bayerngas GmbH [59.10%]; Stadtwerke München GmbH [32.40%]; Stadtwerke Augsburg Holding GmbH [8.50%],Germany,operating,,,,,line,nan,nan,"48.223,11.798:48.1165,12.1759:48.1936,12.2813:48.2471,12.4591:48.2408,12.522:48.1842,12.5944:48.1621,12.6557:48.1574,12.7533:48.1621,12.8225:48.1834,12.8533",https://gem.wiki/LSF–Extra_Gas_Pipeline,,operating
Lacq–Larrau Gas Pipeline,,gas_pipeline,,Enagás [unknown %]; Engie [unknown %]; Other [unknown %]; Société d'Infrastructures Gazières [unknown %],Spain,operating,2013,165,,GWh/d,line,nan,nan,"42.69538895,-1.47607177:43.01875718,-0.95571781;43.0188,-0.9557:43.421,-0.614",https://gem.wiki/Lacq–Navarra_Gas_Pipeline,,operating
Laneuvelotte–Morelmaison Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,,,,,line,nan,nan,"48.43,5.819:48.7289,6.295",https://gem.wiki/Laneuvelotte–Morelmaison_Gas_Pipeline,,operating
Langeled Gas Pipeline,,gas_pipeline,,Petoro [46.70%]; Partners Group [26.32%]; HitecVision [15.55%]; Allianz [6.43%]; Equinor [5.00%],"Norway, United Kingdom",operating,2006,25.5,,bcm/y,line,nan,nan,"62.851559,6.945771:62.860676,6.960041:62.864315,6.961082:62.867645,6.958678:62.870125,6.95358:62.878532,6.923175:62.890728,6.901035:62.89576,6.888427:62.898464,6.879606:62.900085,6.868316:62.901211,6.837357:62.904686,6.795076:62.906376,6.786408:62.909691,6.778028:62.91378,6.772308:62.91869,6.76949:62.922226,6.769591:62.93309,6.773652:62.94178,6.771636:62.945023,6.768996:62.948093,6.764813:62.952873,6.75268:62.954491,6.74383:62.955124,6.73426:62.954052,6.665407:62.95285,6.64728:62.954796,6.613935:62.951694,6.552444:62.934681,6.460855:62.929611,6.43851:62.892002,6.202215:62.88641,6.172691:62.86684,6.09798:62.81007,5.84334:62.653843,5.194442:62.649685,5.180747:62.644604,5.169758:62.639874,5.162701:62.623539,5.143222:62.472721,4.980327:62.458328,4.962389:62.442013,4.949304:62.424656,4.926114:62.400303,4.901986:62.395176,4.895624:62.389099,4.884213:62.350544,4.789546:62.307137,4.661384:62.302143,4.650886:62.296291,4.642659:62.057758,4.388541:61.998402,4.346335:61.973549,4.333716:61.950298,4.314116:61.938492,4.306672:61.929447,4.297827:61.919968,4.292017:61.91264,4.286262:61.908302,4.281702:61.896152,4.265685:61.878967,4.236561:61.856289,4.206685:61.838642,4.187588:61.832779,4.182841:61.821003,4.176067:61.807232,4.163227:61.796848,4.155684:61.7826,4.148342:61.75869,4.143511:61.754025,4.140762:61.739594,4.129513:61.734005,4.123516:61.70438,4.081138:61.655685,4.016584:61.651012,4.012731:61.640064,4.006051:61.626808,3.992606:61.615391,3.986112:61.591923,3.976322:61.586182,3.972054:61.578667,3.96453:61.349152,3.631332:61.309643,3.576933:61.255337,3.495811:61.23114,3.461498:61.219082,3.44801:61.202751,3.423421:61.193607,3.411077:61.183762,3.401223:61.180176,3.398816:61.172626,3.395542:61.141399,3.391771:61.131168,3.391496:61.110283,3.393019:61.091557,3.390413:61.071014,3.39092:61.052494,3.388007:61.041595,3.388077:61.031292,3.387026:61.010094,3.387267:60.970261,3.384492:60.953495,3.386192:60.927933,3.383558:60.88868,3.3848:60.876141,3.382955:60.854507,3.38207:60.839203,3.384426:60.828377,3.384149:60.813171,3.381945:60.771492,3.383707:60.74612,3.383973:60.729855,3.380296:60.708809,3.380505:60.700016,3.379668:60.690693,3.377618:60.674835,3.378201:60.661831,3.37706:60.646389,3.373113:60.62315,3.373265:60.605511,3.372111:60.600693,3.37096:60.576515,3.361432:60.563919,3.358227:60.557858,3.354896:60.548164,3.34697:60.532074,3.325734:60.516151,3.302372:60.505451,3.284048:60.489326,3.262671:60.470638,3.231531:60.4286,3.172184:60.396969,3.125057:60.390224,3.118301:60.342583,3.081065:60.337627,3.079314:60.073318,3.033958:59.240547,2.665947:58.76001,2.290919:58.438957,2.035964:58.43504,2.031806:58.431023,2.025512:58.368561,1.91053;58.368564,1.910531:58.356698,1.880039:58.341654,1.851763:58.329508,1.842563:58.317608,1.827011:58.306158,1.818795:58.292672,1.800899:58.275608,1.788545:58.2594,1.766583:58.238125,1.751272:58.227487,1.737486:58.109525,1.620437:58.102286,1.614175:58.09576,1.611771:58.085137,1.611838:58.048054,1.601653:57.84236,1.502957:57.636968,1.40563:57.516026,1.31955:57.44405,1.295901:57.22404,1.191199:57.209483,1.188777:57.046324,1.170066:56.808108,1.170343:56.803451,1.16962:56.799346,1.167665:56.789497,1.160548:56.747872,1.113552:56.742891,1.109251:56.443513,0.93882:56.437814,0.937693:56.431699,0.938976:56.42681,0.94197:56.408876,0.957752:56.402989,0.960008:56.396715,0.959739:55.973476,0.82673:55.576059,0.704446:55.059197,0.652101:54.447381,0.5916:54.329817,0.539981:54.163389,0.397998:53.960439,0.298413:53.907521,0.275542:53.894919,0.268078:53.730352,0.19058:53.716494,0.180991:53.699183,0.172741:53.694515,0.169262:53.690242,0.164237:53.671504,0.129835:53.667121,0.123976:53.659231,0.116031",https://www.gem.wiki/Langeled_Gas_Pipeline,,operating
Langres-Lure Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,,,,,line,nan,nan,"47.86997975582006,5.333508389354627:47.42842784419994,6.638569204088589:47.57854876190475,6.885482579658508",https://www.gem.wiki/Langres-Lure_Gas_Pipeline,,operating
Lanzhot–Plavecky Peter Gas Pipeline,,gas_pipeline,,SPP Infrastructure [100.00%],"Slovakia, Austria",operating,,,,,line,nan,nan,"48.546336,17.316051:48.656487,17.235464:48.662799,17.12558:48.720092,16.987826",https://gem.wiki/Brodské–Plavecky_Peter_Gas_Pipeline,,operating
Laren-Vreden Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],"Netherlands, Germany",operating,,,,,line,nan,nan,"52.165927,6.337769:52.116285,6.367605:52.095109,6.431253:52.078813,6.49225:52.05762,6.558551:52.046204,6.60894:52.028259,6.646068:52.007041,6.677892:51.998878,6.709717:51.982547,6.765409:51.976013,6.810494:51.974379,6.837014",https://www.gem.wiki/Laren-Vreden_Gas_Pipeline,,operating
Larino-Chieti Gas Pipeline,,gas_pipeline,,OTPP [69.14%]; Other [30.86%],Italy,construction,2022,247.2,,MMcf/d,line,nan,nan,"42.3595,14.1416:42.3533,14.1561:42.3562,14.1766:42.3566,14.1844:42.3495,14.1989:42.3443,14.2055:42.3406,14.2267:42.338,14.2338:42.3332,14.2364:42.3254,14.2371:42.3157,14.2371:42.3075,14.239:42.2904,14.2487:42.2823,14.2606:42.2811,14.2717:42.2752,14.2821:42.2696,14.2929:42.2678,14.3022:42.2626,14.3044:42.2611,14.3241:42.2577,14.3327:42.2473,14.3501:42.2406,14.3643:42.2109,14.3951:42.2053,14.3981:42.1997,14.3988:42.1927,14.4107:42.1923,14.4185:42.1823,14.4301:42.1499,14.4765:42.1417,14.478:42.1287,14.4821:42.1239,14.4882:42.1232,14.5149:42.1205,14.5252:42.1061,14.5505:42.0897,14.5937:42.0883,14.6108:42.0753,14.63:42.0767,14.6443:42.0773,14.6587:42.0719,14.671:42.0678,14.6875:42.063,14.6991:42.0486,14.7183:42.0376,14.7409:42.0219,14.7498:42.0123,14.7553:41.9249,14.8417:41.8026,14.9271",https://www.gem.wiki/Larino-Chieti_Pipeline,,construction_plus
Larrau–Villar de Arnedo Gas Pipeline,,gas_pipeline,,Crédit Agricole Assurances [unknown %]; Electricite de France [unknown %]; Enagás [unknown %]; GIC [unknown %]; Snam [unknown %],"France, Spain",operating,2007,,,,line,nan,nan,"43.02427592124571,-0.9520201275748321:42.64158434987167,-1.3475279356419017:42.79494533361115,-1.6716246116968618:42.32154230290087,-2.1000914037695213;42.79897603003121,-1.649651955693136:42.30123140286889,-1.9627623037462327",https://www.gem.wiki/Larrau%E2%80%93Villar_de_Arnedo_Gas_Pipeline,,operating
Lasow–Odolanow Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,operating,,,,,line,nan,nan,"51.12,17.03:51.142,16.6412:51.1472,16.5706:51.1627,16.5292:51.1747,16.3793:51.1713,16.2829:51.1747,16.1933:51.1747,16.1709:51.1747,16.1433:51.1093,16.0899:51.0886,16.0468:51.0886,16.0037:51.0955,15.952:51.0989,15.8883:51.0972,15.8349:51.0955,15.8004:51.0903,15.7763:51.018,15.6419:51.0162,15.6126:51.0231,15.5575:51.03,15.5161:51.0696,15.43:51.0851,15.3886:51.1075,15.3335:51.1317,15.3145:51.1575,15.2973:51.1782,15.2921:51.1903,15.2473:51.2006,15.1956:51.2144,15.1698:51.2286,15.0308;51.5743,17.6739:51.5023,17.576:51.4952,17.4987:51.4577,17.4588:51.4507,17.3862:51.446,17.3604:51.439,17.3347:51.4249,17.3136:51.4039,17.2925:51.3898,17.2784:51.3758,17.2667:51.3547,17.2503:51.3359,17.2339:51.3242,17.2222:51.3195,17.2199:51.3102,17.2128:51.2984,17.2058:51.2914,17.2011:51.2797,17.1964:51.2727,17.1918:51.2633,17.1894:51.2586,17.1871:51.2516,17.1847:51.2399,17.1777:51.2164,17.1824:51.1696,17.1918:51.1602,17.1941:51.1532,17.1707:51.1391,17.1332:51.1204,17.0699:51.12,17.03",https://gem.wiki/Lasow–Odolanow_Gas_Pipeline,,operating
